-0.5120000000000001,-0.5120000000000001,63.488000000000014,63.488000000000014,-0.5120000000000001,-0.5120000000000001,-0.5120000000000001,63.488000000000014,-0.5120000000000001
-1.0,-1.0,-1.0,-1.0,-0.6400000000000001,-0.6400000000000001,-1.0,-0.6400000000000001,-0.6400000000000001
-1.0,-1.0,-1.0,-0.6400000000000001,-1.0,-0.6400000000000001,-0.6400000000000001,-1.0,-0.6400000000000001
-1.0,-1.0,-1.0,79.36000000000001,-0.6400000000000001,-1.0,-0.6400000000000001,79.36000000000001,-1.0
-1.0,-0.6400000000000001,79.36000000000001,-1.0,-1.0,-1.0,-1.0,79.36000000000001,-0.6400000000000001
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.2,-1.0
-0.6400000000000001,-1.0,-0.6400000000000001,-1.0,-1.0,-1.0,-0.6400000000000001,-1.0,-0.6400000000000001
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0
-0.6400000000000001,-0.6400000000000001,-1.0,-1.0,-1.0,-1.0,-0.6400000000000001,-0.6400000000000001,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-0.6400000000000001,-0.6400000000000001,-1.0,-0.6400000000000001,-0.6400000000000001,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.6400000000000001,-1.0,79.36000000000001,79.36000000000001,-1.0,-0.6400000000000001,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,99.2,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,99.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.6400000000000001,-0.6400000000000001,-1.0,-0.6400000000000001,-0.6400000000000001,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-0.8,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
